,Bug ID,,Test,Opt Status,Debug Status,Owner,Assignee,Fission Target,Comments
,Core::Audio/Video: Playback,,,,,,,,
,,browser/components/urlbar/tests/browser/browser_urlbarSearchSuggestions.js,browser/components/urlbar/tests/browser/browser_urlbarSearchSuggestions.js,skipped,skipped,adw/mikedeboer,,M4,
,,browser/components/urlbar/tests/browser/browser_urlbarStop.js,browser/components/urlbar/tests/browser/browser_urlbarStop.js,skipped,skipped,adw/mikedeboer,,M4,
,Firefox::Bookmarks & History,,,,,,,,
,,browser/components/places/tests/browser/browser_bookmark_titles.js,browser/components/places/tests/browser/browser_bookmark_titles.js,skipped,skipped,mak77,,M4,
,,browser/components/places/tests/browser/browser_click_bookmarks_on_toolbar.js,browser/components/places/tests/browser/browser_click_bookmarks_on_toolbar.js,skipped,skipped,mak77,,M4,
,Firefox::Enterprise Policies,,,,,,,,
1585776,1585776,browser/components/enterprisepolicies/tests/browser/browser_policy_extensionsettings.js,browser/components/enterprisepolicies/tests/browser/browser_policy_extensionsettings.js,skipped,skipped,,,M4,
,Firefox::File Handling,,,,,,,,
1586148,1586148,uriloader/exthandler/tests/mochitest/browser_web_protocol_handlers.js,uriloader/exthandler/tests/mochitest/browser_web_protocol_handlers.js,skipped,skipped,Gijs,Gijs,M4,Gijs: offhand I suspect this indicates actual brokenness of web protocol handlers.
,Firefox::General,,,,,,,,
,,browser/base/content/test/about/browser_aboutCertError.js,browser/base/content/test/about/browser_aboutCertError.js,skipped,skipped,dolske,kashav,M4,"Calls ContentTaskUtils.waitForEvent() on ""this"" in a SpecialPowers task."
1583240,1583240,browser/base/content/test/about/browser_aboutHome_search_composing.js,browser/base/content/test/about/browser_aboutHome_search_composing.js,skipped,skipped,dolske,kashav,M4,Calls BrowserTestUtils.waitForDocLoadAndStopIt() which uses the content_script framescript (I think this is the problem? content_script never runs).
1583240,1583240,browser/base/content/test/about/browser_aboutHome_search_telemetry.js,browser/base/content/test/about/browser_aboutHome_search_telemetry.js,skipped,skipped,dolske,kashav,M4,BrowserTestUtils.waitForDocLoadAndStopIt()
,,browser/base/content/test/about/browser_bug435325.js,browser/base/content/test/about/browser_bug435325.js,skipped,skipped,dolske,kashav,M4,Calls BrowserTestUtils.waitForErrorPage() which never resolves.
,,browser/base/content/test/favicons/browser_favicon_change_not_in_document.js,browser/base/content/test/favicons/browser_favicon_change_not_in_document.js,fails,fails,dolske,mccr8,M4,
,,browser/base/content/test/general/browser_addCertException.js,browser/base/content/test/general/browser_addCertException.js,skipped,skipped,dolske,kashav,M4,BrowserTestUtils.waitForErrorPage()
,,browser/base/content/test/general/browser_alltabslistener.js,browser/base/content/test/general/browser_alltabslistener.js,fails,fails,dolske,,M4,
,,browser/base/content/test/general/browser_bug431826.js,browser/base/content/test/general/browser_bug431826.js,skipped,skipped,dolske,kashav,M4,
1578465,1578465,browser/base/content/test/general/browser_bug441778.js,browser/base/content/test/general/browser_bug441778.js,skipped,skipped,dolske,kashav,M4,BrowserTestUtils.browserLoaded()
,,browser/base/content/test/general/browser_bug462673.js,browser/base/content/test/general/browser_bug462673.js,passes,skipped,dolske,,M4,Causes shutdown crashes when running under Fission.
1578465,1578465,browser/base/content/test/general/browser_bug575561.js,browser/base/content/test/general/browser_bug575561.js,skipped,skipped,dolske,kashav,M4,"Calls BrowserTestUtils.browserLoaded(), which uses the content-utils.js framescript to listen for ""browser-test-utils:loadEvent"" events."
,,browser/base/content/test/general/browser_bug633691.js,browser/base/content/test/general/browser_bug633691.js,skipped,skipped,dolske,,M4,
,,browser/base/content/test/general/browser_bug839103.js,browser/base/content/test/general/browser_bug839103.js,skipped,skipped,dolske,,M4,
,,browser/base/content/test/general/browser_newwindow_focus.js,browser/base/content/test/general/browser_newwindow_focus.js,skipped,skipped,dolske,kashav,M4,Calls BrowserTestUtils.contentPainted() which creates a ContentTask that waits for a MozAfterPaint (which it never gets).
,,browser/base/content/test/general/browser_printpreview.js,browser/base/content/test/general/browser_printpreview.js,skipped,skipped,dolske,kashav,M4,Passes locally on OS X
,,browser/base/content/test/general/browser_ssl_error_reports.js,browser/base/content/test/general/browser_ssl_error_reports.js,skipped,skipped,dolske,kashav,M4,BrowserTestUtils.waitForErrorPage()
,,browser/base/content/test/general/browser_tab_drag_drop_perwindow.js,browser/base/content/test/general/browser_tab_drag_drop_perwindow.js,fails,fails,dolske,kashav,M4,"Tries to create non-remote window, fails in nsAppStartup::CreateChromeWindow (will doing this ever be supported with Fission-enabled?)."
1582531,1582531,browser/base/content/test/general/browser_tabs_close_beforeunload.js,browser/base/content/test/general/browser_tabs_close_beforeunload.js,passes,passes,dolske,annyG,M4,"Expects window.open(""..."", ""_blank"") to open a new tab (opens new window with Fission enabled?)."
,,browser/base/content/test/general/browser_unknownContentType_title.js,browser/base/content/test/general/browser_unknownContentType_title.js,fails,fails,dolske,,M4,
,,browser/base/content/test/general/browser_web_channel.js,browser/base/content/test/general/browser_web_channel.js,skipped,skipped,dolske,,M4,
1585727,1585727,browser/base/content/test/performance/browser_preferences_usage.js,browser/base/content/test/performance/browser_preferences_usage.js,passes,passes,dolske,emalysz,M4,
1585498,1585498,browser/components/tests/browser/browser_initial_tab_remoteType.js,browser/components/tests/browser/browser_initial_tab_remoteType.js,passes,passes,dolske,mccr8,M4,"Checks remote types, needs to be rewritten to use E10SUtils.isWebRemoteType or some other helper (add checkBrowserRemoteType to E10SUtils?)."
,Firefox::Keyboard Navigation,,,,,,,,
,,browser/base/content/test/keyboard/browser_toolbarKeyNav.js,browser/base/content/test/keyboard/browser_toolbarKeyNav.js,passes,skipped,,,M4,
,Firefox::New Tab Page,,,,,,,,
,,toolkit/components/thumbnails/test/browser_thumbnails_bg_crash_during_capture.js,toolkit/components/thumbnails/test/browser_thumbnails_bg_crash_during_capture.js,passes,passes,,,M4,
,Firefox::PDF Viewer,,,,,,,,
,,browser/extensions/pdfjs/test/browser_pdfjs_main.js,browser/extensions/pdfjs/test/browser_pdfjs_main.js,skipped,skipped,bdahl,,M4,
,,browser/extensions/pdfjs/test/browser_pdfjs_navigation.js,browser/extensions/pdfjs/test/browser_pdfjs_navigation.js,skipped,skipped,bdahl,,M4,
,,browser/extensions/pdfjs/test/browser_pdfjs_views.js,browser/extensions/pdfjs/test/browser_pdfjs_views.js,skipped,skipped,bdahl,,M4,
,,browser/extensions/pdfjs/test/browser_pdfjs_zoom.js,browser/extensions/pdfjs/test/browser_pdfjs_zoom.js,skipped,skipped,bdahl,,M4,
,Firefox::Private Browsing,,,,,,,,
,,browser/components/privatebrowsing/test/browser/browser_privatebrowsing_context_and_chromeFlags.js,browser/components/privatebrowsing/test/browser/browser_privatebrowsing_context_and_chromeFlags.js,skipped,skipped,,,M4,
,Firefox::Session Restore,,,,,,,,
,,browser/components/sessionstore/test/browser_586068-reload.js,browser/components/sessionstore/test/browser_586068-reload.js,fails,skipped,mdeboer,,M4,
,,browser/components/sessionstore/test/browser_615394-SSWindowState_events_undoCloseWindow.js,browser/components/sessionstore/test/browser_615394-SSWindowState_events_undoCloseWindow.js,passes,skipped,mdeboer,,M4,
,,browser/components/sessionstore/test/browser_625016.js,browser/components/sessionstore/test/browser_625016.js,passes,passes,mdeboer,,M4,Got unskipped in bug 1582531
,,browser/components/sessionstore/test/browser_async_remove_tab.js,browser/components/sessionstore/test/browser_async_remove_tab.js,skipped,skipped,mdeboer,,M4,
,,browser/components/sessionstore/test/browser_async_window_flushing.js,browser/components/sessionstore/test/browser_async_window_flushing.js,skipped,skipped,mdeboer,,M4,
,,browser/components/sessionstore/test/browser_formdata.js,browser/components/sessionstore/test/browser_formdata.js,skipped,skipped,mdeboer,,M4,
,,browser/components/sessionstore/test/browser_sessionHistory.js,browser/components/sessionstore/test/browser_sessionHistory.js,skipped,skipped,mdeboer,,M4,
,,browser/components/sessionstore/test/browser_sessionStorage.js,browser/components/sessionstore/test/browser_sessionStorage.js,fails,fails,mdeboer,,M4,
,,browser/components/sessionstore/test/browser_upgrade_backup.js,browser/components/sessionstore/test/browser_upgrade_backup.js,passes,passes,mdeboer,,M4,Got unskipped in bug 1582531
,,browser/components/sessionstore/test/browser_windowStateContainer.js,browser/components/sessionstore/test/browser_windowStateContainer.js,passes,skipped,mdeboer,,M4,
,Firefox::Site Identity and Permission Panels,,,,,,,,
,,browser/base/content/test/siteIdentity/browser_no_mcb_for_loopback.js,browser/base/content/test/siteIdentity/browser_no_mcb_for_loopback.js,passes,passes,johannh,nhnt11,M4,Got unskipped in bug 1582531
,,browser/base/content/test/permissions/browser_permissions.js,browser/base/content/test/permissions/browser_permissions.js,passes,skipped,johannh,pbz,M4,
,,browser/base/content/test/permissions/browser_permissions_event_telemetry.js,browser/base/content/test/permissions/browser_permissions_event_telemetry.js,passes,skipped,johannh,pbz,M4,
,,browser/base/content/test/permissions/browser_permissions_handling_user_input.js,browser/base/content/test/permissions/browser_permissions_handling_user_input.js,passes,skipped,johannh,pbz,M4,
,,browser/base/content/test/permissions/browser_permissions_postPrompt.js,browser/base/content/test/permissions/browser_permissions_postPrompt.js,passes,skipped,johannh,pbz,M4,
1582531,1582531,browser/base/content/test/permissions/browser_reservedkey.js,browser/base/content/test/permissions/browser_reservedkey.js,passes,passes,johannh,pbz,M4,
1576586,1576586,browser/base/content/test/permissions/browser_temporary_permissions.js,browser/base/content/test/permissions/browser_temporary_permissions.js,passes,passes,johannh,pbz,M4,
,,browser/base/content/test/permissions/browser_temporary_permissions_expiry.js,browser/base/content/test/permissions/browser_temporary_permissions_expiry.js,passes,skipped,johannh,pbz,M4,
,,browser/base/content/test/popups/browser_popup_frames.js,browser/base/content/test/popups/browser_popup_frames.js,fails,fails,johannh,nhnt11,M4,
,,browser/base/content/test/siteIdentity/browser_bug1045809.js,browser/base/content/test/siteIdentity/browser_bug1045809.js,fails,fails,johannh,nhnt11,M4,
,,browser/base/content/test/siteIdentity/browser_check_identity_state.js,browser/base/content/test/siteIdentity/browser_check_identity_state.js,skipped,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/siteIdentity/browser_getSecurityInfo.js,browser/base/content/test/siteIdentity/browser_getSecurityInfo.js,skipped,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/siteIdentity/browser_identityPopup_clearSiteData.js,browser/base/content/test/siteIdentity/browser_identityPopup_clearSiteData.js,passes,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/siteIdentity/browser_insecureLoginForms.js,browser/base/content/test/siteIdentity/browser_insecureLoginForms.js,skipped,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/siteIdentity/browser_mixedContentFramesOnHttp.js,browser/base/content/test/siteIdentity/browser_mixedContentFramesOnHttp.js,fails,fails,johannh,nhnt11,M4,
,,browser/base/content/test/siteIdentity/browser_mixed_content_cert_override.js,browser/base/content/test/siteIdentity/browser_mixed_content_cert_override.js,skipped,skipped,johannh,nhnt11,M4,
,Firefox::Tabbed Browser,,,,,,,,
,,browser/base/content/test/tabs/browser_e10s_switchbrowser.js,browser/base/content/test/tabs/browser_e10s_switchbrowser.js,passes,passes,dao,,M4,
,,browser/base/content/test/tabs/browser_multiselect_tabs_open_related.js,browser/base/content/test/tabs/browser_multiselect_tabs_open_related.js,passes,passes,dao,,M4,Crashes: @ __pthread_cond_wait + 0xc0
,,browser/base/content/test/tabs/browser_new_web_tab_in_file_process_pref.js,browser/base/content/test/tabs/browser_new_web_tab_in_file_process_pref.js,skipped,skipped,dao,,M4,
,,browser/base/content/test/tabs/browser_tabswitch_window_focus.js,browser/base/content/test/tabs/browser_tabswitch_window_focus.js,passes,passes,dao,,M4,Got unskipped in bug 1582531
,Firefox::Tabbed Browsing,,,,,,,,
,,toolkit/content/tests/browser/browser_isSynthetic.js,toolkit/content/tests/browser/browser_isSynthetic.js,skipped,skipped,,,M4,
,Firefox::Toolbars and Customization,,,,,,,,
1586136,1586136,browser/components/customizableui/test/browser_customization_context_menus.js,browser/components/customizableui/test/browser_customization_context_menus.js,passes,passes,Gijs,Gijs,M4,Used to fail (Crashes: @ __poll_nocancel + 0x24) - now enabled
,Firefox::Tracking Protection,,,,,,,,
,,browser/base/content/test/trackingUI/browser_trackingUI_animation.js,browser/base/content/test/trackingUI/browser_trackingUI_animation.js,skipped,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/trackingUI/browser_trackingUI_animation_2.js,browser/base/content/test/trackingUI/browser_trackingUI_animation_2.js,skipped,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/trackingUI/browser_trackingUI_background_tabs.js,browser/base/content/test/trackingUI/browser_trackingUI_background_tabs.js,skipped,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/trackingUI/browser_trackingUI_categories.js,browser/base/content/test/trackingUI/browser_trackingUI_categories.js,passes,passes,johannh,nhnt11,M4,Got unskipped in bug 1582531
,,browser/base/content/test/trackingUI/browser_trackingUI_cookies_subview.js,browser/base/content/test/trackingUI/browser_trackingUI_cookies_subview.js,skipped,skipped,johannh,nhnt11,M4,
1576418,1576418,browser/base/content/test/trackingUI/browser_trackingUI_cryptominers.js,browser/base/content/test/trackingUI/browser_trackingUI_cryptominers.js,passes,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/trackingUI/browser_trackingUI_fetch.js,browser/base/content/test/trackingUI/browser_trackingUI_fetch.js,passes,passes,johannh,nhnt11,M4,Got unskipped in bug 1582531
,,browser/base/content/test/trackingUI/browser_trackingUI_fingerprinters.js,browser/base/content/test/trackingUI/browser_trackingUI_fingerprinters.js,skipped,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/trackingUI/browser_trackingUI_open_preferences.js,browser/base/content/test/trackingUI/browser_trackingUI_open_preferences.js,skipped,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/trackingUI/browser_trackingUI_pbmode_exceptions.js,browser/base/content/test/trackingUI/browser_trackingUI_pbmode_exceptions.js,skipped,skipped,johannh,nhnt11,M4,"Crashes: @ mozilla::dom::BrowserBridgeParent::RecvShow(mozilla::gfx::IntSizeTyped<mozilla::ScreenPixel> const&, bool const&, nsSizeMode const&)"
,,browser/base/content/test/trackingUI/browser_trackingUI_report_breakage.js,browser/base/content/test/trackingUI/browser_trackingUI_report_breakage.js,skipped,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/trackingUI/browser_trackingUI_shield_visibility.js,browser/base/content/test/trackingUI/browser_trackingUI_shield_visibility.js,passes,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/trackingUI/browser_trackingUI_socialtracking.js,browser/base/content/test/trackingUI/browser_trackingUI_socialtracking.js,passes,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/trackingUI/browser_trackingUI_socialtracking_doorhanger.js,browser/base/content/test/trackingUI/browser_trackingUI_socialtracking_doorhanger.js,passes,passes,johannh,nhnt11,M4,
1577954,1577954,browser/base/content/test/trackingUI/browser_trackingUI_state.js,browser/base/content/test/trackingUI/browser_trackingUI_state.js,skipped,skipped,johannh,nhnt11,M4,https://bugzilla.mozilla.org/show_bug.cgi?id=1511303#c1
,,browser/base/content/test/trackingUI/browser_trackingUI_state_reset.js,browser/base/content/test/trackingUI/browser_trackingUI_state_reset.js,passes,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/trackingUI/browser_trackingUI_telemetry.js,browser/base/content/test/trackingUI/browser_trackingUI_telemetry.js,passes,skipped,johannh,nhnt11,M4,
,,browser/base/content/test/trackingUI/browser_trackingUI_trackers_subview.js,browser/base/content/test/trackingUI/browser_trackingUI_trackers_subview.js,passes,skipped,johannh,nhnt11,M4,
,Remote Protocol::Agent,,,,,,,,
1582531,1582531,remote/test/browser/browser_network_requestWillBeSent.js,remote/test/browser/browser_network_requestWillBeSent.js,passes,passes,,anny,M4,already reenabled
1585464,1585464,remote/test/browser/browser_page_bringToFront.js,remote/test/browser/browser_page_bringToFront.js,passes,passes,,whimboo,M5,
1585630,1585630,remote/test/browser/browser_page_frameNavigated.js,remote/test/browser/browser_page_frameNavigated.js,passes,passes,,ato,M5,
1585630,1585630,remote/test/browser/browser_page_frameNavigated_iframe.js,remote/test/browser/browser_page_frameNavigated_iframe.js,passes,passes,,ato,M5,
1585464,1585464,remote/test/browser/browser_page_runtime_events.js,remote/test/browser/browser_page_runtime_events.js,passes,passes,,whimboo,M5,
1585464,1585464,remote/test/browser/browser_runtime_callFunctionOn.js,remote/test/browser/browser_runtime_callFunctionOn.js,passes,passes,,whimboo,M5,
1585464,1585464,remote/test/browser/browser_runtime_evaluate.js,remote/test/browser/browser_runtime_evaluate.js,passes,passes,,whimboo,M5,
1585464,1585464,remote/test/browser/browser_runtime_executionContext.js,remote/test/browser/browser_runtime_executionContext.js,passes,passes,,whimboo,M5,
1585464,1585464,remote/test/browser/browser_runtime_get_properties.js,remote/test/browser/browser_runtime_get_properties.js,passes,passes,,whimboo,M5,
1585464,1585464,remote/test/browser/browser_runtime_remote_objects.js,remote/test/browser/browser_runtime_remote_objects.js,passes,passes,,whimboo,M5,
1582531,1582531,remote/test/browser/browser_session.js,remote/test/browser/browser_session.js,passes,passes,,anny,M4,already reenabled
1585464,1585464,remote/test/browser/browser_tabs.js,remote/test/browser/browser_tabs.js,passes,passes,,whimboo,M5,
1585464,1585464,remote/test/browser/browser_target.js,remote/test/browser/browser_target.js,passes,passes,,whimboo,M5,
1585464,1585464,remote/test/browser/browser_target_browserContext.js,remote/test/browser/browser_target_browserContext.js,passes,passes,,whimboo,M5,
1585464,1585464,remote/test/browser/browser_target_close.js,remote/test/browser/browser_target_close.js,passes,passes,,whimboo,M5,
,Toolkit::Add-ons Manager,,,,,,,,
,,toolkit/mozapps/extensions/test/browser/browser_webapi_access.js,toolkit/mozapps/extensions/test/browser/browser_webapi_access.js,skipped,skipped,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/browser/browser_webapi_addon_listener.js,toolkit/mozapps/extensions/test/browser/browser_webapi_addon_listener.js,skipped,skipped,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/browser/browser_webapi_enable.js,toolkit/mozapps/extensions/test/browser/browser_webapi_enable.js,passes,passes,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/browser/browser_webapi_install.js,toolkit/mozapps/extensions/test/browser/browser_webapi_install.js,passes,skipped,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/browser/browser_webapi_install_disabled.js,toolkit/mozapps/extensions/test/browser/browser_webapi_install_disabled.js,passes,passes,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/browser/browser_webapi_theme.js,toolkit/mozapps/extensions/test/browser/browser_webapi_theme.js,passes,passes,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/browser/browser_webapi_uninstall.js,toolkit/mozapps/extensions/test/browser/browser_webapi_uninstall.js,passes,passes,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/xpinstall/browser_badargs.js,toolkit/mozapps/extensions/test/xpinstall/browser_badargs.js,skipped,skipped,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/xpinstall/browser_badargs2.js,toolkit/mozapps/extensions/test/xpinstall/browser_badargs2.js,skipped,skipped,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/xpinstall/browser_enabled.js,toolkit/mozapps/extensions/test/xpinstall/browser_enabled.js,skipped,skipped,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/xpinstall/browser_enabled2.js,toolkit/mozapps/extensions/test/xpinstall/browser_enabled2.js,skipped,skipped,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/xpinstall/browser_enabled3.js,toolkit/mozapps/extensions/test/xpinstall/browser_enabled3.js,skipped,skipped,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/xpinstall/browser_localfile2.js,toolkit/mozapps/extensions/test/xpinstall/browser_localfile2.js,skipped,skipped,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/xpinstall/browser_newwindow.js,toolkit/mozapps/extensions/test/xpinstall/browser_newwindow.js,passes,passes,jimm,zombie,M4,
,,toolkit/mozapps/extensions/test/xpinstall/browser_unsigned_trigger_xorigin.js,toolkit/mozapps/extensions/test/xpinstall/browser_unsigned_trigger_xorigin.js,skipped,skipped,jimm,zombie,M4,
,Toolkit::Crash Reporting,,,,,,,,
,,toolkit/crashreporter/test/browser/browser_bug471404.js,toolkit/crashreporter/test/browser/browser_bug471404.js,passes,passes,,,M4,
,,toolkit/crashreporter/test/browser/browser_clearReports.js,toolkit/crashreporter/test/browser/browser_clearReports.js,passes,passes,,,M4,
,,toolkit/content/tests/browser/browser_content_url_annotation.js,toolkit/content/tests/browser/browser_content_url_annotation.js,skipped,skipped,,,M4,
,Toolkit::Data Sanitization,,,,,,,,
1582531,1582531,browser/base/content/test/sanitize/browser_purgehistory_clears_sh.js,browser/base/content/test/sanitize/browser_purgehistory_clears_sh.js,passes,passes,,,M4,"Shutdown leaks, were skipped in bug 1578037, got unskipped in bug 1582531"
1582531,1582531,browser/base/content/test/sanitize/browser_sanitize-formhistory.js,browser/base/content/test/sanitize/browser_sanitize-formhistory.js,passes,passes,,,M4,"Shutdown leaks, were skipped in bug 1578037, got unskipped in bug 1582532"
1582531,1582531,browser/base/content/test/sanitize/browser_sanitize-offlineData.js,browser/base/content/test/sanitize/browser_sanitize-offlineData.js,passes,passes,,,M4,"Shutdown leaks, were skipped in bug 1578037, got unskipped in bug 1582533"
1582531,1582531,browser/base/content/test/sanitize/browser_sanitize-passwordDisabledHosts.js,browser/base/content/test/sanitize/browser_sanitize-passwordDisabledHosts.js,passes,passes,,,M4,"Shutdown leaks, were skipped in bug 1578037, got unskipped in bug 1582534"
1582531,1582531,browser/base/content/test/sanitize/browser_sanitize-sitepermissions.js,browser/base/content/test/sanitize/browser_sanitize-sitepermissions.js,passes,passes,,,M4,"Shutdown leaks, were skipped in bug 1578037, got unskipped in bug 1582535"
1582531,1582531,browser/base/content/test/sanitize/browser_sanitize-timespans.js,browser/base/content/test/sanitize/browser_sanitize-timespans.js,passes,passes,,,M4,"Shutdown leaks, were skipped in bug 1578037, got unskipped in bug 1582536"
1582531,1582531,browser/base/content/test/sanitize/browser_sanitizeDialog.js,browser/base/content/test/sanitize/browser_sanitizeDialog.js,passes,passes,,,M4,"Shutdown leaks, were skipped in bug 1578037, got unskipped in bug 1582537"
,,toolkit/components/cleardata/tests/browser/browser_serviceworkers.js,toolkit/components/cleardata/tests/browser/browser_serviceworkers.js,skipped,skipped,,,M4,
,Toolkit::Find Toolbar,,,,,,,,
,,toolkit/modules/tests/browser/browser_Finder_hidden_textarea.js,toolkit/modules/tests/browser/browser_Finder_hidden_textarea.js,passes,passes,,,M4,
,,toolkit/modules/tests/browser/browser_Finder_overflowed_textarea.js,toolkit/modules/tests/browser/browser_Finder_overflowed_textarea.js,passes,passes,,,M4,
,Toolkit::Form Manager,,,,,,,,
,,toolkit/components/satchel/test/test_form_submission.html,toolkit/components/satchel/test/test_form_submission.html,fails,fails,,Neil,M4,
,Toolkit::General,,,,,,,,
,,toolkit/components/mozprotocol/tests/browser_mozprotocol.js,toolkit/components/mozprotocol/tests/browser_mozprotocol.js,skipped,skipped,dolske,,M4,
,,toolkit/components/prompts/test/test_subresources_prompts.html,toolkit/components/prompts/test/test_subresources_prompts.html,fails,fails,dolske,,M4,
,,toolkit/content/tests/browser/browser_license_links.js,toolkit/content/tests/browser/browser_license_links.js,passes,passes,dolske,,M4,
,,toolkit/content/tests/browser/browser_media_wakelock.js,toolkit/content/tests/browser/browser_media_wakelock.js,passes,skipped,dolske,,M4,
,Toolkit::Notifications and Alerts,,,,,,,,
,,browser/base/content/test/popupNotifications/browser_popupNotification_3.js,browser/base/content/test/popupNotifications/browser_popupNotification_3.js,skipped,skipped,MattN,,M4,
,,dom/notification/test/mochitest/test_notification_tag.html,dom/notification/test/mochitest/test_notification_tag.html,fails,fails,MattN,,M4,
,Toolkit::Password Manager,,,,,,,,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_context_menu.js,toolkit/components/passwordmgr/test/browser/browser_context_menu.js,passes,skipped,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_context_menu_autocomplete_interaction.js,toolkit/components/passwordmgr/test/browser/browser_context_menu_autocomplete_interaction.js,passes,skipped,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_context_menu_iframe.js,toolkit/components/passwordmgr/test/browser/browser_context_menu_iframe.js,skipped,skipped,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_hasInsecureLoginForms.js,toolkit/components/passwordmgr/test/browser/browser_hasInsecureLoginForms.js,skipped,skipped,MattN,Neil,M4,This test is expected to be deleted with Bug 1527828.
1582112,1582112,toolkit/components/passwordmgr/test/browser/browser_hasInsecureLoginForms_streamConverter.js,toolkit/components/passwordmgr/test/browser/browser_hasInsecureLoginForms_streamConverter.js,skipped,skipped,MattN,,M4,This test is expected to be deleted with Bug 1527828.
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_hidden_document_autofill.js,toolkit/components/passwordmgr/test/browser/browser_hidden_document_autofill.js,fails,fails,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_http_autofill.js,toolkit/components/passwordmgr/test/browser/browser_http_autofill.js,skipped,skipped,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_insecurePasswordConsoleWarning.js,toolkit/components/passwordmgr/test/browser/browser_insecurePasswordConsoleWarning.js,passes,skipped,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_master_password_autocomplete.js,toolkit/components/passwordmgr/test/browser/browser_master_password_autocomplete.js,passes,passes,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_notifications.js,toolkit/components/passwordmgr/test/browser/browser_notifications.js,passes,skipped,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_notifications_2.js,toolkit/components/passwordmgr/test/browser/browser_notifications_2.js,passes,passes,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_notifications_password.js,toolkit/components/passwordmgr/test/browser/browser_notifications_password.js,passes,skipped,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_notifications_username.js,toolkit/components/passwordmgr/test/browser/browser_notifications_username.js,passes,skipped,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_private_window.js,toolkit/components/passwordmgr/test/browser/browser_private_window.js,skipped,skipped,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/browser/browser_username_select_dialog.js,toolkit/components/passwordmgr/test/browser/browser_username_select_dialog.js,passes,passes,MattN,Neil,M4,
1582120,1582120,toolkit/components/passwordmgr/test/mochitest/test_autocomplete_https_upgrade.html,toolkit/components/passwordmgr/test/mochitest/test_autocomplete_https_upgrade.html,fails,fails,MattN,,M4,
1582113,1582113,toolkit/components/passwordmgr/test/mochitest/test_autofill_from_bfcache.html,toolkit/components/passwordmgr/test/mochitest/test_autofill_from_bfcache.html,fails,fails,MattN,,M4,
1567175,1567175,toolkit/components/passwordmgr/test/mochitest/test_autofill_highlight.html,toolkit/components/passwordmgr/test/mochitest/test_autofill_highlight.html,fails,fails,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/mochitest/test_autofill_https_downgrade.html,toolkit/components/passwordmgr/test/mochitest/test_autofill_https_downgrade.html,skipped,skipped,MattN,Neil,M4,
1567175,1567175,toolkit/components/passwordmgr/test/mochitest/test_autofill_https_upgrade.html,toolkit/components/passwordmgr/test/mochitest/test_autofill_https_upgrade.html,skipped,skipped,MattN,Neil,M4,
